balance_buffer_gap_ratio,guaranteed_income_ratio,likely_income_ratio,expense_outflow_ratio,commitment_outflow_ratio,essential_outflow_ratio,days_to_next_guaranteed_income,scheduled_event_count,label
-1.5409864961843935,2.494737160893421,0.22745257897513638,1.3279924614048981,0.20928977550922664,0.18708500162394973,16.0,13.0,1
1.8022384284487873,1.6876679831279313,0.45935097788982754,0.3008690772228928,0.5077728952563544,0.8086419724792472,24.0,11.0,0
-1.0541570491232892,2.4161095395946237,0.101915842113361,0.9863527496629568,1.7853124623747725,2.082591218205999,14.0,17.0,1
0.07281493716399412,1.204149433447498,0.8574580899213741,0.832668087487478,1.8564041400024607,2.689072227489939,6.0,3.0,1
-1.8800132295720549,0.8085132577033944,0.49247252102005656,1.4738978171125172,1.0993149859061977,1.90751081685216,7.0,4.0,1
0.3317866500771549,1.8495708388772725,1.0946473231463236,0.916060670479772,0.4095060887595524,1.3255667592393245,21.0,3.0,1
1.5656052653130204,2.7847068307474796,0.6363852805392952,0.31647962770701177,1.270220853377925,0.4026670126131773,6.0,0.0,0
-2.6314224162548117,0.839042676391744,0.11394960418486522,0.9686510492114881,1.5287875709619774,0.42720806151479684,7.0,6.0,1
1.9433059494104088,1.0479176984167349,0.7459311496623753,0.9062044599077094,1.6809283562620774,0.5306805713018784,9.0,3.0,0
0.6169751089442589,1.5897675229201778,1.6615452665311705,0.3103907605841284,1.1915297525423143,0.7668565791004384,24.0,16.0,1
-0.31323190100818943,2.5439419379162462,0.3109005590367902,1.7559483198751225,0.45923041657751884,1.0297397784531048,22.0,11.0,1
0.15629270618028734,0.5752904686210087,0.40846742241197764,0.5827653201499271,0.0726204409181529,0.65538576106808,0.0,4.0,0
2.2720157462325186,1.613240354273472,0.4269346871099423,0.22846721052192231,0.2231022236139789,0.4515694341359012,13.0,5.0,0
2.7773539746777463,1.994216896993288,0.2127275666439074,0.591859537227448,2.5307377678515115,1.0881179530882172,28.0,16.0,0
-1.1393941536573222,0.22101646176292347,1.686724240867832,0.7822618561516811,4.017786710639922,0.33312223851008316,24.0,18.0,1
1.628062881100809,1.5953111814165084,0.3519764240806031,1.7585281752869493,0.15820054061216265,1.254071111088952,23.0,0.0,0
0.7006810271150274,2.0261575940288346,1.1060651035448896,1.6339823646080136,1.7647546164727932,1.1150709840870705,29.0,11.0,1
1.7724619860343314,1.564391661676986,0.5954877803514389,0.9097212007949533,1.032724120876286,1.5529619749924275,28.0,16.0,0
0.21399075966119785,1.3861501771276339,0.19125454687169277,0.22956525936602437,0.3006634033671388,0.5302286627331632,15.0,17.0,1
-1.1176296454780974,0.9386312473807298,0.16415112689362257,1.4718548308014483,0.383897059393018,1.8557518901944663,15.0,14.0,1
-0.23427487463166918,0.759207348654122,1.8162894548379453,0.5911544782367701,1.7476602275160271,0.6125976631725115,18.0,16.0,1
0.6785359094407488,0.8979039412760251,0.2779670614943024,1.665078361860519,0.8255480664987616,0.040533802954796715,0.0,7.0,1
0.6705787753348693,2.354052207116685,0.22082477015993593,0.8131553510468796,0.7347274666278418,1.3959122442388672,13.0,1.0,0
1.9626249593736733,0.43462039419960324,0.21863410591382626,0.32551627042386116,2.155451892048884,0.973399423166265,1.0,1.0,0
0.7288299102955239,0.3708847261413512,0.4389254042841007,0.2056273614655601,0.48745927966847025,0.6678668830302695,6.0,10.0,0
0.04529369298511787,2.9546312664603716,0.2105205741995964,1.0562516486133962,0.6342193959956506,0.8174337489915801,18.0,13.0,0
1.5641573746369275,0.8186254807854431,0.8676816418041062,0.5722286341436316,0.05531891861605211,0.16729933708022476,5.0,13.0,0
1.1411131773441552,1.7848776477825437,0.534834313337119,1.9181666024072277,0.6622432056989014,1.5781603925557215,3.0,19.0,1
1.89503931123985,1.3241832558209263,0.3090787513876826,0.4157369657885926,1.6087811243569574,0.1578686573370076,10.0,4.0,0
0.3655030015720078,0.2114359121011823,1.148081579214488,1.0550225363977166,1.1676759596183242,0.2501304565306549,17.0,15.0,1
0.004440745465076779,1.5061609534686293,0.42415695470388526,0.33929753593902706,0.06639252567062875,0.4056900616096558,23.0,6.0,0
-0.7616891214940735,4.709225100215751,0.17940844229730699,0.2575662656547132,0.3098068712084011,0.5673731368631143,4.0,18.0,0
-1.4313163607146995,1.7639113210886999,0.3763243737470036,1.0108463367511953,0.3978230951526254,1.4086694319038207,5.0,13.0,0
1.0451890793042218,0.7358952793917093,0.7249636447286061,0.7949997164122065,0.614589762695399,0.036906982508833806,3.0,17.0,0
0.9190393617935859,3.701706509296156,0.10135041396939196,0.14754935932650956,1.4228947586039973,0.2556595048149912,29.0,14.0,0
0.4099536980235061,0.0898513255175908,0.35306193649523926,0.9129293209795377,0.29638849404949685,0.8535289578345496,0.0,4.0,0
0.3170406988845686,1.4342637799357787,1.0837023375998547,1.0703237345172851,0.03145851434394306,0.9600201147213046,6.0,4.0,0
1.2876357653816084,4.623397958859598,1.1455680526751197,0.3087169404153858,0.5878465825254124,0.4418212236017854,7.0,9.0,0
-1.0238568885187163,1.2217518089935382,0.3408104525430712,2.10570523556511,0.9914951141807498,0.3653939829165718,5.0,18.0,1
0.5843952723704826,0.953543482695403,0.4308389260418822,1.0145581680944504,0.6439960571333444,1.640467234068954,20.0,10.0,0
0.4412347601443236,0.45343913288355087,0.20248266448668362,0.30743199082510664,1.1579863719729895,0.7340243262159069,8.0,15.0,0
1.455322697382888,1.9308653922440824,0.02683585726118373,0.17004257001403292,1.1790131637266317,0.48750592001628773,13.0,17.0,0
2.0893242202243645,0.9594394368675462,0.45598779916588655,1.6610476635811586,0.1461033331853199,0.48114867907460723,23.0,18.0,0
1.5770979224576358,1.6417744499834992,0.854635115320598,0.6000462154314757,1.3579906674758762,1.8205802212222952,12.0,18.0,0
0.2748395164515206,4.1618920162701745,0.50968973678704,0.48728181627853934,0.39537756771854854,0.8826593839970879,14.0,13.0,0
1.5393257466060806,1.8284365606727626,0.7109388762709331,0.8236303228975945,1.5983403651509267,1.2923505818857814,20.0,13.0,0
0.0043318745145449755,1.407622482387674,0.4607265849823768,1.515061817074698,1.2151978266242403,0.907096546673481,14.0,0.0,1
